direction,amount_in,price_a_usd,price_b_usd
B_TO_A,6.83733633291719e-22,3291.85,95467.01
A_TO_B,1.7280186452045144e+24,3291.85,95467.01
A_TO_B,1.5347593460887452e+23,3292.72,95489.14
A_TO_B,2.0102428321765228e+24,3292.72,95489.14
B_TO_A,4.757133331880204e-22,3294.06,95498.99
A_TO_B,2.2785033243039652e+24,3294.06,95498.99
A_TO_B,2.62027882294956e+24,3294.53,95530.0
A_TO_B,3.013320646391995e+24,3293.69,95472.32
B_TO_A,2.519345173518758e-22,3292.79,95453.96
A_TO_B,3.4256035351262114e+24,3292.79,95453.96
B_TO_A,2.730427645196545e-22,3293.5,95453.96
A_TO_B,3.883964916056413e+24,3293.5,95453.96
B_TO_A,1.1371341220980456e-22,3293.89,95453.97
A_TO_B,4.4366351173390933e+24,3293.89,95453.97
A_TO_B,5.102130384939957e+24,3293.0,95436.72
A_TO_B,5.867449942680951e+24,3293.7,95453.96
A_TO_B,2.17217051666926e+23,3293.69,95453.97
A_TO_B,6.780149991833132e+24,3293.69,95453.97
A_TO_B,7.797172490608101e+24,3293.24,95453.97
A_TO_B,8.01506108674921e+23,3294.31,95472.3
A_TO_B,9.086974280500555e+24,3294.31,95472.3
A_TO_B,4.168131148946667e+23,3294.54,95472.3
A_TO_B,1.0512542389809838e+25,3294.54,95472.3
A_TO_B,5.2808626792690836e+23,3294.56,95478.14
A_TO_B,1.216863668847035e+25,3294.56,95478.14
A_TO_B,7.204391139375378e+23,3295.0,95478.14
A_TO_B,1.4101998058831531e+25,3295.0,95478.14
A_TO_B,1.6217297767656262e+25,3295.39,95491.39
A_TO_B,1.86498924328047e+25,3295.38,95491.4
A_TO_B,1.442321156547633e+24,3295.71,95491.4
A_TO_B,2.1663724471207553e+25,3295.71,95491.4
A_TO_B,2.4913283141888685e+25,3295.38,95491.39
A_TO_B,1.5719509367848972e+24,3291.92,95482.29
A_TO_B,2.888606825368972e+25,3291.92,95482.29
B_TO_A,7.084491890583603e-24,3291.92,95482.29
A_TO_B,3.3115484537852075e+25,3291.92,95482.29
A_TO_B,1.721827295989223e+24,3291.7,95465.98
A_TO_B,3.834108131292827e+25,3291.7,95465.98
A_TO_B,4.409224350986751e+25,3291.33,95465.98
A_TO_B,5.070608003634763e+25,3292.72,95472.74
A_TO_B,5.102749182672662e+24,3293.22,95465.98
A_TO_B,5.907740441920068e+25,3293.22,95465.98
A_TO_B,9.011936979177252e+23,3290.51,95412.86
A_TO_B,6.807419413676843e+25,3290.51,95412.86
A_TO_B,7.82853232572837e+25,3290.48,95412.86
A_TO_B,9.002812174587625e+25,3291.36,95433.64
B_TO_A,3.2570712126203885e-24,3291.36,95453.24
A_TO_B,1.0307078046673707e+26,3291.36,95453.24
A_TO_B,1.1853139753674763e+26,3292.53,95485.36
A_TO_B,1.3631110716725978e+26,3290.29,95455.84
A_TO_B,1.0723094271688617e+25,3290.29,95441.76
A_TO_B,1.5836623738310205e+26,3290.29,95441.76
A_TO_B,1.8212117299056733e+26,3290.03,95425.42
A_TO_B,8.79950351382065e+24,3289.94,95425.42
A_TO_B,2.1075927446622554e+26,3289.94,95425.42
B_TO_A,5.503887221556323e-24,3289.75,95413.8
A_TO_B,2.3815424579216084e+26,3289.75,95413.8
A_TO_B,6.455683291058087e+24,3289.03,95402.29
A_TO_B,2.7484573515464365e+26,3289.03,95402.29
A_TO_B,3.160725954278402e+26,3287.89,95398.24
A_TO_B,2.7467851669281947e+25,3288.81,95402.75
A_TO_B,3.676036624924085e+26,3288.81,95402.75
B_TO_A,1.7462981932332792e-24,3289.24,95402.75
A_TO_B,4.18640038286043e+26,3289.24,95402.75
A_TO_B,4.814360440289495e+26,3288.53,95402.74
A_TO_B,1.53528747255618e+25,3288.43,95402.73
A_TO_B,5.559543818421262e+26,3288.43,95402.73
A_TO_B,6.39347539118445e+26,3289.93,95422.53
A_TO_B,7.352496699862118e+26,3290.3,95423.51
A_TO_B,8.455371204841437e+26,3289.74,95412.86
B_TO_A,9.770470364999818e-25,3289.91,95412.86
A_TO_B,9.602527715237809e+26,3289.91,95412.86
B_TO_A,6.234213491514512e-25,3289.98,95412.87
A_TO_B,1.0942864270908086e+27,3289.98,95412.87
A_TO_B,1.2584293911544298e+27,3290.01,95412.86
B_TO_A,7.21132114908539e-25,3290.12,95412.86
A_TO_B,1.427411373045088e+27,3290.12,95412.86
B_TO_A,6.476234383576978e-25,3290.88,95412.85
A_TO_B,1.6186714511704402e+27,3290.88,95412.85
B_TO_A,8.420843530869902e-25,3290.88,95412.86
A_TO_B,1.823513582345886e+27,3290.88,95412.86
A_TO_B,2.3322782129083393e+26,3290.88,95405.86
A_TO_B,2.1320247928913937e+27,3290.88,95405.86
A_TO_B,2.451828511825103e+27,3290.21,95384.86
A_TO_B,2.819602788598868e+27,3290.95,95406.18
A_TO_B,1.762666117683481e+26,3290.68,95399.93
A_TO_B,3.2689831986539513e+27,3290.68,95399.93
A_TO_B,2.2062519569534292e+26,3291.0,95412.85
A_TO_B,3.792424457806345e+27,3291.0,95412.85
A_TO_B,4.361288126477297e+27,3290.47,95392.34
A_TO_B,5.015481345448891e+27,3288.3,95357.96
A_TO_B,5.767803547266224e+27,3288.56,95355.76
B_TO_A,1.7594900786099753e-25,3288.18,95351.61
A_TO_B,6.531743177269686e+27,3288.18,95351.61
A_TO_B,6.648341956849609e+26,3287.88,95345.11
A_TO_B,7.611229783212883e+27,3287.88,95345.11
A_TO_B,8.752914250694816e+27,3287.9,95315.09
B_TO_A,9.875433503542594e-26,3285.68,95294.81
A_TO_B,9.934706726147853e+27,3285.68,95294.81
A_TO_B,1.4587479224815831e+26,3287.24,95298.5
A_TO_B,1.1446793953907256e+28,3287.24,95298.5
B_TO_A,5.650861609987638e-26,3286.93,95289.48
A_TO_B,1.3035048027715532e+28,3286.93,95289.48
A_TO_B,1.4990305231872861e+28,3287.14,95298.5
A_TO_B,1.723885101665379e+28,3287.7,95298.49
A_TO_B,1.9824678669151857e+28,3287.08,95283.99
B_TO_A,2.084134971115524e-26,3287.01,95284.27
A_TO_B,2.265542821877065e+28,3287.01,95284.27
B_TO_A,3.294818446694413e-26,3287.02,95284.56
A_TO_B,2.5760087169529703e+28,3287.02,95284.56
A_TO_B,2.962410024495916e+28,3286.63,95275.78
A_TO_B,2.1597223678087187e+27,3286.96,95275.78
A_TO_B,3.439167363687434e+28,3286.96,95275.78
A_TO_B,3.955042468240549e+28,3287.51,95289.64
B_TO_A,2.4090833016159698e-26,3288.04,95289.64
A_TO_B,4.483066214767635e+28,3288.04,95289.64
B_TO_A,1.6922910596689498e-26,3286.9,95289.64
A_TO_B,5.09647788998284e+28,3286.9,95289.64
B_TO_A,1.7899684189561172e-26,3287.37,95289.63
A_TO_B,5.7804188599690964e+28,3287.37,95289.63
A_TO_B,3.398150324331132e+27,3285.99,95286.62
A_TO_B,6.698453943829427e+28,3285.99,95286.62
A_TO_B,2.710388286987854e+27,3285.5,95272.14
A_TO_B,7.743877859708659e+28,3285.5,95272.14
A_TO_B,8.905459538664958e+28,3285.1,95265.67
B_TO_A,5.845349669492898e-27,3284.8,95260.64
A_TO_B,1.0160504979418486e+29,3284.8,95260.64
A_TO_B,7.723428350967649e+27,3284.8,95260.64
A_TO_B,1.1800432151595774e+29,3284.8,95260.64
A_TO_B,1.357049697433514e+29,3284.9,95260.05
B_TO_A,5.739970603496241e-27,3285.43,95288.6
A_TO_B,1.5422607898740046e+29,3285.43,95288.6
A_TO_B,2.518103321533792e+28,3285.58,95290.3
A_TO_B,1.8113714581781122e+29,3285.58,95290.3
A_TO_B,2.0830771769048288e+29,3285.39,95290.3
B_TO_A,3.077042999904014e-27,3284.9,95256.94
A_TO_B,2.3723168219794265e+29,3284.9,95256.94
B_TO_A,1.4409004225146456e-27,3284.47,95247.01
A_TO_B,2.7139965370107837e+29,3284.47,95247.01
A_TO_B,3.121096017562401e+29,3283.97,95247.0
A_TO_B,3.589260420196761e+29,3285.34,95247.0
A_TO_B,4.1276494832262754e+29,3285.81,95247.0
A_TO_B,2.6170961963661535e+28,3286.41,95247.0
A_TO_B,4.786053348655709e+29,3286.41,95247.0
A_TO_B,5.503961350954065e+29,3286.81,95248.96
A_TO_B,6.329555553597175e+29,3286.31,95256.92
A_TO_B,7.278988886636751e+29,3287.09,95277.3
A_TO_B,8.370837219632263e+29,3288.47,95322.75
A_TO_B,9.626462802577102e+29,3287.52,95329.98
B_TO_A,5.225429335823368e-28,3287.5,95329.98
A_TO_B,1.098603726359132e+30,3287.5,95329.98
A_TO_B,1.045029837691826e+29,3287.32,95319.43
A_TO_B,1.279069732878379e+30,3287.32,95319.43
A_TO_B,2.251518453606527e+28,3287.32,95314.58
A_TO_B,1.4743074704905458e+30,3287.32,95314.58
A_TO_B,1.1660549857910287e+29,3287.32,95314.57
A_TO_B,1.7129444158509932e+30,3287.32,95314.57
A_TO_B,1.9698860782286423e+30,3288.02,95314.58
A_TO_B,1.6284276792530323e+29,3288.8,95305.11
A_TO_B,2.289795405151734e+30,3288.8,95305.11
A_TO_B,2.633264715924494e+30,3289.69,95303.12
A_TO_B,3.028254423313168e+30,3289.69,95325.89
B_TO_A,2.4133501276981875e-28,3289.68,95321.58
A_TO_B,3.444053828590974e+30,3289.68,95321.58
B_TO_A,1.3334390548921186e-28,3289.92,95321.59
A_TO_B,3.933077579279779e+30,3289.92,95321.59
B_TO_A,1.4668170938295173e-28,3291.21,95363.3
A_TO_B,4.483537496191977e+30,3291.21,95363.3
A_TO_B,9.898603955381585e+28,3292.63,95363.3
A_TO_B,5.170916026553846e+30,3292.63,95363.3
B_TO_A,9.539746881582508e-29,3292.34,95363.31
A_TO_B,5.90209061763599e+30,3292.34,95363.31
A_TO_B,6.787404210281388e+30,3292.02,95370.92
A_TO_B,3.791238791848146e+29,3292.0,95384.87
A_TO_B,7.862383423701318e+30,3292.0,95384.87
A_TO_B,7.281766203247477e+29,3292.0,95371.36
A_TO_B,9.150967430305229e+30,3292.0,95371.36
A_TO_B,2.9600030486815313e+29,3292.47,95371.35
A_TO_B,1.0568012590581235e+31,3292.47,95371.35
A_TO_B,1.215321447916842e+31,3292.43,95371.36
B_TO_A,7.49245324812129e-29,3292.24,95371.35
A_TO_B,1.3784509394242333e+31,3292.24,95371.35
A_TO_B,1.5852185803378682e+31,3292.25,95371.37
A_TO_B,1.8230013673885483e+31,3292.02,95363.31
A_TO_B,2.0964515724968302e+31,3291.21,95339.77
B_TO_A,5.457347002117172e-29,3290.79,95334.96
A_TO_B,2.369518086711819e+31,3290.79,95334.96
A_TO_B,2.724945799718592e+31,3290.47,95322.81
B_TO_A,2.915160848035315e-29,3290.28,95322.82
A_TO_B,3.0961276361325313e+31,3290.28,95322.82
A_TO_B,3.560546781552411e+31,3290.39,95322.82
A_TO_B,4.094628798785273e+31,3290.8,95315.69
A_TO_B,4.708823118603063e+31,3290.64,95315.7
A_TO_B,5.415146586393523e+31,3290.64,95315.69
A_TO_B,6.2274185743525515e+31,3291.48,95315.69
A_TO_B,7.161531360505434e+31,3291.27,95315.69
B_TO_A,1.2238010825049073e-29,3291.35,95315.69
A_TO_B,8.126985105928099e+31,3291.35,95315.69
A_TO_B,4.244852783036681e+30,3291.02,95314.0
A_TO_B,9.409705663562864e+31,3291.02,95314.0
A_TO_B,5.781126852913823e+30,3291.33,95311.64
A_TO_B,1.0907878415891e+32,3291.33,95311.64
B_TO_A,5.604218868277273e-30,3291.73,95321.7
A_TO_B,1.2428037031653308e+32,3291.73,95321.7
B_TO_A,4.484289623680024e-30,3291.88,95321.7
A_TO_B,1.4171627220856006e+32,3291.88,95321.7
A_TO_B,1.6297371303984407e+32,3291.87,95310.7
A_TO_B,1.874197699958207e+32,3291.78,95310.69
B_TO_A,2.953984117813444e-30,3291.76,95303.07
A_TO_B,2.1372569857285358e+32,3291.76,95303.07
A_TO_B,2.6544419917043995e+30,3291.21,95300.0
A_TO_B,2.461827196575373e+32,3291.21,95300.0
B_TO_A,4.1923507002174676e-30,3291.31,95300.01
A_TO_B,2.7871708429384883e+32,3291.31,95300.01
A_TO_B,3.2052464693792612e+32,3291.32,95300.0
A_TO_B,3.7838590373449554e+31,3290.93,95300.01
A_TO_B,3.742791325346325e+32,3290.93,95300.01
A_TO_B,1.7025098168486277e+31,3290.76,95300.0
A_TO_B,4.3297476714010034e+32,3290.76,95300.0
A_TO_B,8.85595075948428e+30,3290.76,95300.01
A_TO_B,4.9924937482503806e+32,3290.76,95300.01
B_TO_A,1.653292790449055e-30,3290.66,95300.0
A_TO_B,5.669896920589904e+32,3290.66,95300.0
A_TO_B,3.0954685716191966e+31,3290.47,95292.0
A_TO_B,6.566813487252677e+32,3290.47,95292.0
A_TO_B,7.551835510340578e+32,3290.48,95295.53
A_TO_B,8.684610836891665e+32,3290.94,95330.96
B_TO_A,8.075006632983406e-31,3290.02,95327.48
A_TO_B,9.881474187949658e+32,3290.02,95327.48
A_TO_B,6.366213264687141e+31,3289.29,95306.96
A_TO_B,1.1459188515112413e+33,3289.29,95306.96
A_TO_B,1.3178066792379276e+33,3288.48,95284.0
B_TO_A,6.6870136890432595e-31,3288.38,95283.99
A_TO_B,1.4953536693850917e+33,3288.38,95283.99
A_TO_B,1.5446811576813645e+32,3287.61,95277.29
A_TO_B,1.742826937158076e+33,3287.61,95277.29
A_TO_B,2.0042509777317874e+33,3288.01,95277.29
B_TO_A,2.0817943801294665e-31,3288.78,95277.28
A_TO_B,2.290294835678158e+33,3288.78,95277.28
A_TO_B,2.6338390610298816e+33,3288.83,95277.28
A_TO_B,6.225793719424626e+31,3288.84,95277.29
A_TO_B,3.0382536107635007e+33,3288.84,95277.29
A_TO_B,4.857365860795419e+31,3288.84,95277.29
A_TO_B,3.5012777011692196e+33,3288.84,95277.29
A_TO_B,4.0264693563446025e+33,3289.13,95277.29
B_TO_A,2.1225723943439124e-31,3289.47,95277.28
A_TO_B,4.570782379447807e+33,3289.47,95277.28
A_TO_B,1.4212266611796412e+32,3289.46,95277.28
A_TO_B,5.277718136282673e+33,3289.46,95277.28
B_TO_A,9.262971161647749e-32,3289.47,95270.8
A_TO_B,6.024398192444322e+33,3289.47,95270.8
A_TO_B,6.928057921310971e+33,3290.48,95332.85
A_TO_B,3.7278467638959534e+32,3289.66,95287.8
A_TO_B,8.023184310966054e+33,3289.66,95287.8
A_TO_B,5.989434414172413e+32,3290.07,95287.79
A_TO_B,9.31650347382355e+33,3290.07,95287.79
A_TO_B,1.0713978994897082e+34,3290.91,95307.12
A_TO_B,1.2321075844131645e+34,3290.94,95322.02
A_TO_B,3.0095551557105966e+31,3290.48,95342.01
A_TO_B,1.4173751553484956e+34,3290.48,95342.01
A_TO_B,1.6299814286507697e+34,3290.73,95358.49
B_TO_A,4.396453223318324e-32,3291.0,95363.3
A_TO_B,1.8541866229742477e+34,3291.0,95363.3
A_TO_B,1.7939099067912957e+33,3290.94,95363.31
A_TO_B,2.159223265022254e+34,3290.94,95363.31
B_TO_A,3.166678740482917e-32,3291.36,95380.75
A_TO_B,2.457445833988505e+34,3291.36,95380.75
A_TO_B,2.826062709086781e+34,3290.92,95377.88
A_TO_B,1.8298576139335418e+33,3291.19,95384.87
A_TO_B,3.2774199796588007e+34,3291.19,95384.87
B_TO_A,2.0952337494008865e-32,3291.19,95384.87
A_TO_B,3.72991733046222e+34,3291.19,95384.87
B_TO_A,2.1058271052370244e-32,3291.19,95378.91
A_TO_B,4.238562391945728e+34,3291.19,95378.91
A_TO_B,4.874346750737587e+34,3291.19,95378.91
B_TO_A,2.6571343572517154e-32,3289.32,95372.95
A_TO_B,5.496774964656383e+34,3289.32,95372.95
A_TO_B,6.321291209354841e+34,3288.94,95369.65
A_TO_B,7.269484890758067e+34,3288.8,95364.85
A_TO_B,8.359907624371776e+34,3288.78,95364.85
A_TO_B,9.613893768027543e+34,3288.79,95364.85
B_TO_A,8.139520464506232e-33,3288.8,95364.85
A_TO_B,1.092541403753807e+35,3288.8,95364.85
B_TO_A,4.038346799161578e-33,3289.2,95363.21
A_TO_B,1.2480135525544429e+35,3289.2,95363.21
B_TO_A,4.2211677063913924e-33,3287.56,95327.3
A_TO_B,1.4237610955112515e+35,3287.56,95327.3
A_TO_B,1.6373252598379389e+35,3287.57,95325.96
A_TO_B,1.88292404881363e+35,3287.56,95325.95
B_TO_A,4.33612664862648e-33,3287.57,95325.96
A_TO_B,2.1386958798130027e+35,3287.57,95325.96
B_TO_A,2.8839729661126044e-33,3287.56,95325.96
A_TO_B,2.436549234261087e+35,3287.56,95325.96
A_TO_B,2.80203161940025e+35,3287.59,95325.95
A_TO_B,3.2223363623102875e+35,3287.3,95325.95
A_TO_B,3.7056868166568305e+35,3287.92,95325.96
A_TO_B,5.773666084881761e+34,3287.92,95325.96
A_TO_B,4.348144830428581e+35,3287.92,95325.96
A_TO_B,5.0003665549928685e+35,3287.29,95299.59
A_TO_B,5.750421538241799e+35,3286.46,95284.61
B_TO_A,1.075774260498579e-33,3286.92,95284.6
A_TO_B,6.5510946341686474e+35,3286.92,95284.6
A_TO_B,7.584417610960513e+34,3287.3,95284.61
A_TO_B,7.647525093458352e+35,3287.3,95284.61
B_TO_A,5.599555607170191e-34,3287.3,95274.18
A_TO_B,8.737512702133399e+35,3287.3,95274.18
A_TO_B,1.004813960745341e+36,3286.72,95260.65
B_TO_A,1.1522751163638509e-33,3287.12,95283.7
A_TO_B,1.1354589991047868e+36,3287.12,95283.7
A_TO_B,1.3057778489705048e+36,3286.44,95266.76
A_TO_B,1.5016445263160806e+36,3286.22,95266.77
A_TO_B,1.7268912052634925e+36,3286.63,95272.36
A_TO_B,1.9859248860530166e+36,3286.63,95272.35
B_TO_A,3.769311043364049e-34,3286.63,95272.35
A_TO_B,2.2580007896859083e+36,3286.63,95272.35
A_TO_B,2.5967009081387944e+36,3287.76,95291.99
A_TO_B,2.9862060443596137e+36,3287.77,95292.0
B_TO_A,2.860300042642252e-34,3288.5,95334.52
A_TO_B,3.3899181161303395e+36,3288.5,95334.52
A_TO_B,3.8984058335498903e+36,3288.28,95315.57
A_TO_B,4.4831667085823737e+36,3288.02,95306.76
B_TO_A,6.97246795617085e-35,3287.94,95306.76
A_TO_B,5.131146988295329e+36,3287.94,95306.76
A_TO_B,5.900819036539628e+36,3287.94,95302.58
A_TO_B,7.263548447540792e+35,3287.56,95289.71
A_TO_B,6.894895118733685e+36,3287.56,95289.71
A_TO_B,7.109305417623976e+35,3286.64,95269.81
A_TO_B,8.035768967808098e+36,3286.64,95269.81
A_TO_B,9.241134312979311e+36,3286.63,95269.81
A_TO_B,1.0627304459926209e+37,3287.31,95290.35
B_TO_A,1.0172249430517088e-34,3287.77,95290.34
A_TO_B,1.202291111032503e+37,3287.77,95290.34
A_TO_B,6.3228461732717146e+35,3288.09,95290.35
A_TO_B,1.392119046947286e+37,3288.09,95290.35
A_TO_B,1.600936903989379e+37,3288.1,95290.34
B_TO_A,3.1064122080907303e-35,3288.09,95290.34
A_TO_B,1.8272001025630907e+37,3288.09,95290.34
A_TO_B,2.1012801179475544e+37,3287.68,95281.76
A_TO_B,2.4164721356396876e+37,3287.68,95281.75
A_TO_B,2.7789429559856404e+37,3289.19,95334.45
A_TO_B,4.584796612901478e+36,3289.2,95332.07
A_TO_B,3.264556348577009e+37,3289.2,95332.07
B_TO_A,9.427133423005054e-36,3289.2,95332.06
A_TO_B,3.736677711242773e+37,3289.2,95332.06
A_TO_B,4.297179367929189e+37,3290.18,95347.57
A_TO_B,3.0705607533604845e+36,3290.17,95347.57
A_TO_B,4.987814684418975e+37,3290.17,95347.57
A_TO_B,5.735986887081822e+37,3290.19,95347.57
A_TO_B,6.596384920144095e+37,3290.83,95347.57
B_TO_A,1.5569575362548062e-35,3290.84,95347.57
A_TO_B,7.46870015316406e+37,3290.84,95347.57
A_TO_B,6.005790201939405e+36,3290.19,95338.0
A_TO_B,8.67909202916776e+37,3290.19,95338.0
A_TO_B,9.980955833542923e+37,3290.8,95350.28
A_TO_B,1.1478099208574361e+38,3290.8,95350.28
A_TO_B,1.1364836125154865e+37,3291.23,95350.28
A_TO_B,1.3370286631737839e+38,3291.23,95350.28
A_TO_B,1.5375829626498514e+38,3291.78,95350.28
A_TO_B,9.433756296589322e+36,3292.24,95350.27
A_TO_B,1.782371041492213e+38,3292.24,95350.27
B_TO_A,4.3535521330691434e-36,3292.46,95350.28
A_TO_B,2.025721333843969e+38,3292.46,95350.28
A_TO_B,5.385002845069559e+36,3292.14,95303.64
A_TO_B,2.337657038188169e+38,3292.14,95303.64
A_TO_B,2.688305593916394e+38,3293.0,95355.12
B_TO_A,4.4551656844663107e-36,3291.92,95359.81
A_TO_B,3.0360206319160244e+38,3291.92,95359.81
A_TO_B,2.1900955675339046e+37,3292.43,95351.3
A_TO_B,3.524275160216437e+38,3292.43,95351.3
A_TO_B,1.7830424824336894e+37,3292.41,95351.3
A_TO_B,4.079662071485408e+38,3292.41,95351.3
B_TO_A,2.139841638091112e-36,3292.4,95351.3
A_TO_B,4.629886131938544e+38,3292.4,95351.3
A_TO_B,5.324369051729324e+38,3292.06,95351.3
A_TO_B,3.1416834382876264e+37,3292.09,95351.3
A_TO_B,6.1701496610630374e+38,3292.09,95351.3
B_TO_A,3.532589960599817e-37,3292.1,95351.3
A_TO_B,7.072131053532399e+38,3292.1,95351.3
A_TO_B,8.13295071156226e+38,3292.46,95341.76
A_TO_B,9.352893318296599e+38,3291.73,95332.27
A_TO_B,2.342197898744703e+37,3291.5,95340.11
A_TO_B,1.079096028452226e+39,3291.5,95340.11
A_TO_B,1.24096043272006e+39,3291.51,95340.12
A_TO_B,1.2814319272646103e+38,3291.9,95359.8
A_TO_B,1.4463259765370383e+39,3291.9,95359.8
A_TO_B,1.0203784186551583e+38,3292.15,95373.64
A_TO_B,1.6785805492974212e+39,3292.15,95373.64
A_TO_B,1.9303676316920343e+39,3290.3,95281.39
A_TO_B,2.2199227764458393e+39,3290.41,95281.4
A_TO_B,2.5529111929127154e+39,3290.11,95281.4
A_TO_B,1.8263894347612277e+38,3290.39,95283.78
A_TO_B,2.963243713371041e+39,3290.39,95283.78
A_TO_B,3.407730270376697e+39,3290.51,95283.78
A_TO_B,3.918889810933202e+39,3290.48,95310.53
A_TO_B,4.623513222729541e+38,3289.75,95302.09
A_TO_B,4.576075980914125e+39,3289.75,95302.09
A_TO_B,5.262487378051244e+39,3290.17,95302.1
B_TO_A,5.43241704471363e-38,3290.05,95311.63
A_TO_B,6.0255536948873e+39,3290.05,95311.63
A_TO_B,6.929386749120396e+39,3290.9,95329.07
A_TO_B,3.3716561578705127e+38,3291.31,95329.06
A_TO_B,8.019369603856513e+39,3291.31,95329.06
A_TO_B,9.222275044434989e+39,3291.59,95329.06
A_TO_B,1.0605616301100236e+40,3291.71,95329.07
A_TO_B,1.2196458746265272e+40,3291.7,95329.07
A_TO_B,7.551186264739257e+38,3291.45,95322.94
A_TO_B,1.4139195352176153e+40,3291.45,95322.94
A_TO_B,1.6260074655002577e+40,3291.44,95322.94
B_TO_A,4.217065389343567e-38,3290.95,95311.63
A_TO_B,1.8505302801586483e+40,3290.95,95311.63
A_TO_B,2.1281098221824454e+40,3290.55,95300.01
B_TO_A,3.0120619549923865e-38,3290.74,95300.01
A_TO_B,2.423601316271383e+40,3290.74,95300.01
A_TO_B,1.5915626079206546e+39,3290.74,95300.0
A_TO_B,2.8110149528309004e+40,3290.74,95300.0
A_TO_B,2.0887055810213438e+39,3291.4,95300.0
A_TO_B,3.2639977794708555e+40,3291.4,95300.0
A_TO_B,2.368138027237361e+39,3291.4,95300.01
A_TO_B,3.789119516800044e+40,3291.4,95300.01
A_TO_B,4.35748744432005e+40,3291.4,95300.01
A_TO_B,2.1387346569150886e+39,3291.48,95300.0
A_TO_B,5.043191580821785e+40,3291.48,95300.0
A_TO_B,2.2947497771585272e+39,3292.24,95302.53
A_TO_B,5.83409156460243e+40,3292.24,95302.53
B_TO_A,1.276436173312971e-38,3292.24,95298.35
A_TO_B,6.6337622950263465e+40,3292.24,95298.35
A_TO_B,7.6288266392802985e+40,3292.24,95298.36
A_TO_B,8.773150635172344e+40,3292.99,95323.76
A_TO_B,1.0089123230448196e+41,3292.99,95314.83
A_TO_B,1.1602491715015425e+41,3293.05,95314.83
B_TO_A,3.129657497387105e-39,3293.99,95314.83
A_TO_B,1.326928167146123e+41,3293.99,95314.83
B_TO_A,2.079123950199648e-39,3293.99,95314.82
A_TO_B,1.5195651244160107e+41,3293.99,95314.82
A_TO_B,9.830897035684863e+39,3293.97,95314.83
A_TO_B,1.7622462386319396e+41,3293.97,95314.83
B_TO_A,3.422825942576833e-39,3293.96,95314.82
A_TO_B,2.008085364916013e+41,3293.96,95314.82
B_TO_A,6.940272928217452e-39,3293.34,95314.83
A_TO_B,2.2611722445297724e+41,3293.34,95314.83
A_TO_B,2.6003480812092382e+41,3293.35,95314.83
A_TO_B,2.990400293390624e+41,3292.19,95308.79
B_TO_A,1.4181567165208501e-39,3292.19,95308.07
A_TO_B,3.4168312346209662e+41,3292.19,95308.07
B_TO_A,2.8202557055259326e-39,3291.81,95300.68
A_TO_B,3.872368962415765e+41,3291.81,95300.68
B_TO_A,2.3227099632924066e-39,3291.81,95300.68
A_TO_B,4.392883909627904e+41,3291.81,95300.68
A_TO_B,5.051816496072091e+41,3291.8,95300.68
B_TO_A,5.2563713928236296e-40,3291.6,95296.92
A_TO_B,5.786124642576994e+41,3291.6,95296.92
B_TO_A,1.569224148812513e-39,3291.6,95296.91
A_TO_B,6.563038508540454e+41,3291.6,95296.91
A_TO_B,7.547494284821522e+41,3291.6,95296.92
A_TO_B,8.67961842754475e+41,3291.59,95296.92
A_TO_B,9.981561191676463e+41,3291.56,95323.67
A_TO_B,1.1478795370427932e+42,3290.98,95314.33
B_TO_A,2.327773105183495e-40,3290.48,95295.0
A_TO_B,1.3146967203703692e+42,3290.48,95295.0
A_TO_B,1.5119012284259244e+42,3289.81,95281.14
A_TO_B,1.7386864126898132e+42,3289.41,95215.99
A_TO_B,1.999489374593285e+42,3289.82,95227.69
B_TO_A,4.267679891426564e-40,3290.26,95250.0
A_TO_B,2.269833227493004e+42,3290.26,95250.0
A_TO_B,2.6103082116169546e+42,3290.46,95270.46
A_TO_B,3.001854443359498e+42,3290.99,95268.05
B_TO_A,2.662429903857712e-41,3291.08,95268.04
A_TO_B,3.4479242559710426e+42,3291.08,95268.04
B_TO_A,2.3273262150193565e-40,3289.73,95260.64
A_TO_B,3.917109994979797e+42,3289.73,95260.64
A_TO_B,4.5046764942267665e+42,3289.72,95260.64
A_TO_B,5.1803779683607816e+42,3289.73,95260.65
A_TO_B,2.6133063649199197e+41,3289.66,95260.64
A_TO_B,5.996634259088697e+42,3289.66,95260.64
A_TO_B,8.41224527630121e+41,3289.08,95240.88
A_TO_B,7.022313077096519e+42,3289.08,95240.88
A_TO_B,8.075660038660997e+42,3289.56,95240.89
A_TO_B,9.287009044460147e+42,3289.56,95240.88
B_TO_A,1.081769840406783e-40,3287.91,95215.66
A_TO_B,1.0518677103329487e+43,3287.91,95215.66
A_TO_B,1.209647866882891e+43,3287.91,95208.4
A_TO_B,1.3910950469153246e+43,3288.51,95212.62
A_TO_B,1.5997593039526233e+43,3288.51,95212.63
B_TO_A,3.1652690213964025e-41,3287.59,95212.63
A_TO_B,1.8256056613831943e+43,3287.59,95212.63
B_TO_A,2.353227371079357e-41,3288.16,95212.62
A_TO_B,2.0857622169237491e+43,3288.16,95212.62
A_TO_B,6.283782689202696e+41,3288.15,95212.61
A_TO_B,2.4080522234961156e+43,3288.15,95212.61
A_TO_B,2.769260057020533e+43,3287.79,95201.77
A_TO_B,1.655038094075456e+42,3287.78,95201.77
